pool_id,poolSym,liquidity
0x00f74d4dee3b3a7eba1a7500081c3e2081023b2f,JINDO_WETH,133745818295335854
0x00fe38f61a15108bdb8dd25e934d2510811d430b,TCATI_WETH,0
0x00fe6ea9521e72683f1151c8e6a6373705cecf7b,BDID_WETH,0
0x010064b4ecabf8de4389d6a4ec4deebb48a9c834,CCTS_IVY,0
0x0101fe1e41530d89f799e3a4e1c21b8648346e3c,RENO_WETH,0
0x01037d4d2fbabcd3fb97b8fb97f00f00161b5fc3,VERSE_LINK,0
0x010d625a1de2297efc4e795bf34a2795e02252e3,DAMMO_WETH,0
0x010e3607ee6d9f43a24efe589a9fec74bba101fd,HMB_HMB,960068376184983751434477832218
0x0110660ec3fede0425183efd88cf5c4341ffc304,BRO_RAD,4469806915424326918770023
0x0111b1a858be49b010aa9f6d45447ec36bc896d7,PRAYER_WETH,719668346213847063773056
0x01132080c1476cc38f5d8ad452f62cff28feb310,AIR_WETH,0
0x011356339f248594e009c42903e3852c8515fc43,ISCN_WETH,0
0x0113c51aab6de033e7faf12704de00bef9cfd599,POND_WETH,0
0x0114a03fa8b98fa86082fda02a91aea70ae5d69a,credit_WETH,0
0x0115a7bb2544d7a31da41eb0e1542292de0f9753,HOJI_WETH,0
0x011da1e91db2970e3a62c755bddea767e0a42755,BRCT_USDC,0
0x011e903da81919f1e143e6f651f7fe454571643b,WBTC_DAO9,847534722316
0x01252ed202959db517ab4e4871ad83e80b53805b,SS16_WETH,0
0x01256f1f3e762ff963f77c68ef2fc56670bc32a0,LMKT_FXS,0
0x012735b227545d1e9a690c3cfac935f2a5ec75c1,PinkB_WETH,0
0x01274e84944b9923fefb73aac4371186d588e9ee,DIE_WETH,0
0x0129a640f8a87a4c952885bbf483da10f3c91baf,Ziggy_WETH,0
0x012a47d45f077796282f22220d3844c4d72504aa,BTC2x-FLI_ETH2x-FLI,0
0x013037f7e497beb2903e9b73603c6ae30648dbf0,SXHC_USDT,38879321174616
0x0133f1ae48d176b2caade3344f3bc2a9a71f6d55,PABLO_WETH,6161385192703223255419
0x0136aecdfa8dba541fce7846990939d1ee5bad7d,WOMER_WETH,0
0x013a1bc8a8597ece80e42a7a8df706013e676566,WETH_TIGGER,0
0x013c34b1c9a364dd9f953ec024c71019dea01011,SLIME_WETH,28877494126162086255
0x013ee68ddf40cf86a6f27d526ec3a73b1cb863b4,BENANCE_WETH,0
0x013fd1cf7472d8b26566197d8a988e70ed04d21c,LOL_WETH,0
0x014847133f6597dac4fec58199a31fc853169e52,WETH_WHEE,0
0x01518d2530f3d26c1e4c9ef0dbaaa5a95c84ae82,USDT_KAIDA,0
0x01559c474c986c7ced117b776cdb17249809eec7,BonkBonk_WETH,0
0x0156b91b81bcd161e7d54037b53720d9010f7a6c,CEUS.e_WETH,0
0x015769601d8d4879c0e193eeab31f10cf03c9ea9,USDC_MLP,0
0x01578c98729f53e0cf51501649e9e113066d3850,DOGE_WETH,0
0x0157a85c76e529e95a8e7bf448d39e26e01e201a,Hotez_WETH,0
0x01580d61d3d816443c4da5d8e5a048e5889a1ad8,Hold_WETH,0
0x0158b695ade83161e49ce2f73a1786e8e372ea6e,ONLYONE_WETH,0
0x0158c96367ce7679594ef7649d1e0dbf1f28dc82,ENA_WETH,0
0x0158de06d8bee85b063a733e1f5f01b3be3cc3f1,WETH_OXM,0
0x015aef52ebfc64d6336a918b9de86af3ef31c865,CHP_USDT,0
0x015b350e207831803dd9efad3b5a8276c6a1c618,Gridspace AI_WETH,0
0x015b79c21b7d58e25bac7977711db280f0efa7e4,BLL_WETH,0
0x01680d92d9f20db0069d521c980fccfcb0965c5b,M_USDC,40002979973
0x016883422d75e41cb91d0dc19d742a73233f34a3,WETH_YJSH,0
0x016a309d1af8eac9f4179c2a0d2390da95545631,n_CPEPE,0
0x016d7096a73bf466f444f286e704d81d09babec2,WBTC_T,0
0x016d96dee5c1e0594d898fc7b971b39209677f18,INDEX_DPI,0
0x0170915a0a6de6eb8dfc4e0f7415ad5a5a2be180,BTRST_USDC,69411841189071398
0x01752906972588fbb12adc930d9b3d57ab2df144,WETH_USA,0
0x0179431a90b96fc486203fd7c508912bbe3913e7,QTC_WETH,0
0x0179ccc0d53fc5c958db483de4a0e94e3e48b243,AETH_WETH,0
0x0179eac7402915c64431019d76875a7e5d86f7fd,USDT_LEAN,0
0x017b691cd418f744df673fef49187864fe7d9aba,WETH_MOME,9999999999999999999994452
0x017c5e3912cd04982eb27a6c8f32cd5d31bd89e9,MANA_1INCH,0
0x017dc64104efd89c2f5a65bbe66fab5b197ea1f1,WETH_GRDN,0
0x017e9a3d276c700a94e73045124c68f58d50faee,Rocket_WETH,0
0x0188c28ea32d7860334be1a8068cfbadce18f1d9,WETH_SES,212403621580733558
0x018c4ec0394d410e8cd0dd3edeec5339f86c9bb3,WETH_Pi,0
0x0193ee757abadd4a158b2f42f3a1ed2d680c0187,YYY_WETH,0
0x01949723055a451229c7ba3a817937c966748f76,CTSI_WETH,2840277574270945720293
0x01949be3cb5f6a5154ce7c0455a14a976deb9115,MAGMA_WETH,22762629132128275193358
0x01968037c83b2a12c8ba09ac09a011db39d6b01c,MUA_USDT,1203586463324890084
0x0196cc470e0abd835ae8fb4dd1f4bfe2d400c8f6,USDC_LUM,0
0x019c4b5a3e62562fb3fc761ec71cbfeedb64203e,Omen_WETH,61443245891263953238
0x019e61e186a615c6645807a9c3296ff76c4c2089,DOGE_RIPDOGE,0
0x01a08178ba3d0ddcea35f714e795982cf39abb28,WETH_BUCC,0
0x01a0c571da329f4a2730d988911acf7a0bcfce35,OCEAN_PSDN,51376654003456552558
0x01a3896d47434f8efe39a57191536fbb29f59604,DUME_WETH,5889395886496440242161949
0x01a39c08ca8e49bdabba986330b44fc1cb65e987,AIAI_WETH,10009515668583106012538
0x01a61135d8b2caea8b02362b49db5b5ca58a229f,DOGE_WETH,999999779681068
0x01a66111527a55e5957d8db24e8090710b41505b,SHEB_USDC,704005222677500
0x01a8227d4e7c3068ad1000c97a059af5c5fa3476,FLC_WETH,583270660741119867081
0x01aabe8071eef360cbd7f6786f288aca20e188ab,PEPE_WETH,0
0x01ac3d8ac0ea2e799768005a93b221326cc7ebc7,SHY_WETH,0
0x01af87861dc406db2a870e88b566ac6b5136b0cf,stETH_cbETH,0
0x01b2848a0d9ffced595b0df3df10fb32430fa200,ROVI_USDT,0
0x01b6b1437b38a969b91541998f0ad699359b5e5e,WETH_DND,0
0x01ba80f7da4ede27af72f1c8842275209ac503f5,MAP_USDC,0
0x01bbf165ae1c7ca106f8a10d0d3c25b50475e53f,RSE_WETH,7113104699582163412836
0x01bd1d1f933692dfc64d1d64cc3ed1c24887edaa,OMNI_WETH,482722806341494274224
0x01bd7aa442ceaaa41f336758a84f3abd1138c4e7,WETH_QUA,0
0x01be88089ca25285a9bf68ee3702d7ee8c15df0b,KK_WETH,0
0x01c49e7550d670759b2d54cbba3b65ce3a2e39a2,ALVA_WETH,10552246257304745912
0x01c74c8e060542a0fdb75a48c1126a931ccb062a,WETH_SBX,0
0x01c76c43041dfc4218bf497ecc0aa929a9e3ff49,ZeroLabs_WETH,0
0x01cdab864311ac1addfaf1e3cea3956b0aa623eb,NRG_WETH,0
0x01ceb1bd07d19d2c67e06e293be98b25a71a9cda,RSD_WETH,3216513570600919636147
0x01d1a3a40e7487461641f7382660b570ddcb5802,WETH_KAI,0
0x01d511f058bc31f958396c0bf52ed3be420eba53,SOURCE_USDC,928028803404944
0x01d79105ef88ff28ca1eaba4bded073f913021fd,USDT_WETH,0
0x01df18e8132e2a1f34d02653bb51020b6cd52461,AAPL_WETH,0
0x01e21dbc4a02f41cc0d4f88933aad8bb54afa1f7,WNG_WETH,0
0x01e6208c8d0410acd6c3bc50c787f3509235bd06,WETH_DSMB,0
0x01e6649e3b0d0f977a0c246f34fc55b4fb23af23,BUD_WETH,0
0x01e7c0dd17ed5fcee3d08f27f10c9f095b20d999,RAVANA_WETH,0
0x01eb0c90b3287527f4fb3213ab8c1b3e56fc34c7,subjct3_WETH,0
0x01ed0c87971b50b04ad0d8b82ba097b926562bde,SWFTC_WETH,0
0x01ee67b6babf5e635cd3d15ee7c668f3c659b43a,GBL_WETH,15244589237271616517
0x01eee3ad3c5169b49d3e0447d72460f9c0ab98f0,X.DOGE_WETH,0
0x01f00f4fb89e66666b1c15b4cf2b96737d6e5957,MMM6900_WETH,0
0x01f30d94091a3dd206968b53743bd2abe9cec799,iETHV_USDC,449919014493893
0x01f40d27b1a4379bfcb50aa1d20720219cdd21ea,USDC_ADDY,0
0x01f6c1387c46e91d3abeb236d358c773e05c4e24,CERO_WETH,0
0x01faa3d5844479e0f44619c3052655effa43281c,PSYOP_WETH,0
0x01fb6e80abe801838532adae476d775c0021314b,WETH_DOLPHIN,139789967752569034272799
0x01fced9420b37f9b5dee28af7e692c283d987bc5,CLIT_WETH,0
0x020180e5b90a6fd01bc7ed5c2501e23e64d1f10b,NO_WETH,99954902262461256286
0x02047397550eeb33dbdde28588095b649eda1744,TrmpUp_WETH,49102636523950
0x0205984f283fd616cfcdf659dd66ba1d5f8c4804,WETH_CGLD,27016585787675933802
0x02076948390362996e1481b167795f613a38d623,WETH_KEY,0
0x020ba87daca38562021260216831f2e98b6d8e61,BKT_USDT,0
0x020c349a0541d76c16f501abc6b2e9c98adae892,USDC_SNX,1688368679445257
0x02108ae6b0320f7a67a7c8f064c5e2db24a1f103,NUTS404_WETH,0
0x0210afe83229ec7c6ab34d57acc92be8411c3807,Hi_WETH,0
0x02178ec58822a93b29921448f209383bbecc90ea,REHAB_WETH,0
0x02184eddef3255512414903f2e9a2e9d4a4d0844,RTT_WETH,0
0x021ab4a498448d2612dfb4b93b9e4ed19729df54,WETH_HOP,13803989166247883078
0x021d26dca62454e36b304acfc62098a17caab638,SHEB_WETH,0
0x021d4d1c8a6ce7837d7cc93d47eedea379d9d5d4,FTW_WETH,0
0x021d59d42a237600498e602ac1d8fb07bc21261a,WETH_mETH,113553399654666573090155
0x021f7542293a4f720c033c60637d8d90423277d5,ICHI_BIT,596026910503526608759
0x0221d724c1a37b8c54dd99fefddae2b903d193d6,DAI_AMP,0
0x02249fbc47437a07a88ad7a124f2da9610856920,WETH_VINCE,31704340827588803517062375
0x0224ec0ef58f73633a776379589a05e0a0268850,WETH_PEPEAI,0
0x0226776b3a09df4e0940a17b9142905b25f9f5ea,PAPER_WETH,0
0x02279ce7e726d538ea768d7380fd474f7583f8bb,RFS_WETH,0
0x02285c32dee75288712f2610caa0512101232e82,DOGE_WETH,0
0x0229ff553e51af23c6261037f1b643f3a759e678,SHA256_WETH,0
0x022a6ecac153ac67aadff53ab9deeba27ffbc69c,FXS_FRAX,100010683801911201764421
0x022ca2f1a8c0ac985fedeef7940dc59a8f2223a0,SKC_WETH,0
0x02304cea74e7459a7795687281282f791283532f,DRYDOGE_WETH,0
0x0230ddd838e499865405042560e72aa38324acd1,BOB_USDT,1582201514421367
0x0231b9c443d7748730d4f4a6b6930e75f07a3ed1,CMGT_USDT,1010419844834325003
0x0234b959f3e26d8be28237079ed3d21a31a7e040,WETH_DOBBY,0
0x0236d30f9d33ca8898d7f258357f572e863192dc,BCT_WETH,2124061447044215117
0x0244874ed84be27ec4137d0633e91c5dc1cd0c8a,WETH_SCOTT,0
0x02469e30dd450de2e9de00d49d679f1d1d774ada,GET_WETH,458892716951786540280
0x02476e6eef9df524e6bf2d31339170592bec35c2,Cybertruck_WETH,7129393068955021053094435
0x02481a1eb3a0b58ecb5cd061b7d02ba0f4bebfc3,TSU_WETH,0
0x024aed0d8bbf7cf93b76aa3ad0a7bc8df7dca011,VERSE_DAI,0
0x024e90965c2dd92ed3bdd98738803b55c73beef4,DART_WETH,0
0x025068c78dcf3d03c2277280c38cbcc7176e98da,COIN_WETH,3440468748670508
0x025425ac611a2035578721f237c94774987915f5,Love!_WETH,45635109246537557500591
0x0254a309f5140d457c0699e2cd0457a692a69cc4,KOIN_WETH,0
0x0254aecaf8175c70f1afaf68944094c2a662c477,FLKT_WETH,1581561107169544132974634
0x02551cab0f196669e1599f2799a6c3d049f3717a,MOONING_USDC,686407964735
0x02570e774db8659391428121d8dc73c10f95cfb7,WETH_NFL,0
0x02575a054ccf1cbcef93f82f3a8d22f3d87e13b4,scFOX-0324_USDC,0
0x02594973579c34068944832f0b86bd01d797148b,FRUCTOSE_WETH,0
0x025a217c85b1d73e4fc8e0e538c35a6d9b18fea5,UP_WETH,0
0x025b887e7f62d8b5f1564ba204187452cf27f634,USDC_SWYF,11611673714430189995866
0x025bbb373fb7aeb50ef240ae8271f10afb0aff11,WPLS_TEXAN,647461132851678809214219315
0x025e93840a0af4f0d8cb01573029aa0c5894d8fe,EXND_WETH,0
0x026279374a0e1f836ff7ccaae0e53ba456a6be79,WETH_GENOS,0
0x0262ba40d36f70172bdb1506597ea6b84489c8d4,KTR_WETH,0
0x02688e2f9cb4f753cf1b02212be685985745cc71,gm_WETH,40030391862425558121366
0x0268ba14a0e35d237c9c6a76f1adc5b3775d1b79,WDOGE_DAI,8409914450642357210464
0x026998fcba74c8689c5706e513e21815e4364ea8,WETH_ADOPTION,808244679488142659234
0x026babd2ae9379525030fc2574e39bc156c10583,WBTC_USDC,0
0x026c05d9c9a9e4b095c78e31824959009344561a,$CREDIT_WETH,0
0x026d2bdc4718981daef4664c04270474c6800b35,NMD_WETH,1281358014533778019546767
0x026db5baf094e873e9fb34dd723a9bbb57ffa5bc,PEPE_PEPECLUB,0
0x0273928ebcb46f954489dd1c40b1113f2aedd05e,USHI_WETH,0
0x0273d4aac5b0f0c86bbd6ad58cf89710b2ece234,WBTC_TBTC,27375243513391
0x0275bc3237a295ad331588d98a6a2fcad686342d,WETH_WINTER,2115661578459015321354
0x0275f306abf4fe344f5a110e06b5ccaf07f1151e,JPGC_WETH,70529933496103122585
0x027720a969304e7ab0627a9675d00e4510150344,DIY_WETH,0
0x0278b79b35c7ad17069d00f5da57d4384d1ab4ce,SAFU_WETH,0
0x027abebcb14aa00469a4ab5e8d3d03349f981d4f,WETH_LQIDETHFIV1,0
0x027e1dd422911422cb60f211b41a43edbcac4adf,WETH_AISHIB,0
0x027f2bbfb03a2eabe8c5173eb46379fc19993bc9,WETH_PEPUMP,0
0x0280c75881f44489bae45c051ef00a21b437cc32,TEQ_WETH,0
0x02824ffac5f7e2b5bd039855dd331b1e8fd30544,ICHI_LDO,606622652526784984678
0x0284261f2a442ade2f892a585620fb0030cf6bdc,PEPEPE_WETH,0
0x028471fab51e039164d68d6edc3f695ce0790b84,WETH_OCRAP,0
0x02873a41686cbefc284f0b537afad8afdbd6648a,TRUMP_USDC,4251910485746114
0x0288d04c95eee35cee412b73ba76dbc87f67c962,DVK_WETH,0
0x0289a333430e222d1666a90d00d027d13b09a81a,fui_WETH,0
0x0289bc8c1d0e0fec742bcbec1cfce6f08e442ad9,FUCKME_WETH,0
0x028b58e97422dc2ae0311b46fd0aac2a276e33bb,EDTH_USDC,0
0x028c1b613ff7de7ba904eebf5d59506a3372fd93,QOM_WQOM,0
0x02910cc1e46116220c666a83ed0efd8732d9deeb,MOONS_WETH,19613176790274391852042
0x0292d59810a5ee7be96742e9a2a8407e5d52a541,$PINK_USDC,0
0x02960f39c5e7f369da34fd44ba2b3f5ace24c478,eANRX_WETH,0
0x02966fb90f5bd6ca066adb660336fc543de87d7c,WETH_Blur,0
0x02976320ef83e1413a9307b34c463a19ab484b5e,WETH_SAITO,13784127424336577192
0x029780da8b48271e7974d3a34b0479052db58770,0xBASE_WETH,0
0x0297d7f599c99abc818725922dab86cf81c3cc95,XTREME_WETH,73722000035557817631
0x02992b72d5050395a5e33ef46f22e9fcafda5a7e,WETH_QAT,0
0x029b1c35610b70dc1815e272c973273781d26080,PAPAX_WETH,0
0x029d806dd216fe671619138ad39ac5049a1ddd87,BEBE_WETH,0
0x029ebfd416fd0a8e19fe46bdc40917313ed482d7,AI_WETH,0
0x02a30e41fb3180d0a3561f1f1742fcd4fbff9d55,LTY_WETH,68903065496127502906
0x02a5fa50069f5cfcc20191bfbd788c973e432f8c,LLD_USDT,93396741960048258
0x02a7171b72faf3b9d58a177c7971fef7a24a884c,WEOWNS_WETH,0
0x02a7fcc6d855edf798e9702c2e227ceea9cfd689,PEPE_SOP,24811033471386793867222773329
0x02aaccb5b9624d98670554b98551a74dac2b47e7,WETH_REALWORLD,0
0x02b04582daff9b9b17377f700dca5a9940c6451b,SCF_WETH,0
0x02b143c6665ed47a2f6e6ec16134af0cef37570a,WETH_BASE,0
0x02b4d4984685e8d9723d80e9fdbcf1e0102fa223,UP_WETH,0
0x02b9e949ba711523ee0f10470d09b47c64d7a46d,SSNC_WETH,12674715793815183222598
0x02ba41895e7598b11367cf1f65d902b8c8f45964,PUFF_WETH,0
0x02c1d02e3a1fc3406b3b40fdad1f4eaff6e50972,GAL_USDT,0
0x02c2f6fef61e7a955efe3d28979b1da1df216748,BONER_WETH,0
0x02c30229412f1202b52f80b357380b5fce7496d3,WETH_AITWTZ,0
0x02c32eaee93b7608f48d069239b234896897c85e,TXA_USDC,0
0x02c38d2cdb8c744f356ae7cf005e5762d90aaed7,EXCESS_WETH,0
0x02c6e04e12137b8279467796d9bc7ddcc01e6a35,COMFI_USDC,0
0x02c7b830072bee2ce5bcff6a9c1c20b4e1c0fd7c,CRC_WETH,0
0x02c7fdef1e97cf483f21196da48a51285fdb03ec,TRANCHE-AMPL-A_USDT,5185057116446
0x02cbeeb1e7b7a9301cee000797aabde9dc1609ec,DAWN_WETH,69222484399939629381
0x02ce5894b7fd97d0d42c89bd5a133a3815cb6435,USDC_IHF,837703607445989
0x02cef3d0b78279797109fee48784fb62d79fc69c,CETA_ALIT,8511909405638759145942
0x02cf45843639cd2c96475673f6309391e960daf1,MOGA_WETH,0
0x02d15c1841bbfa1794196e3a1cadcb0b8c658737,grape_USDC,0
0x02d436dc483f445f63aac45b37db0ee661949842,UniFi_WETH,63316663714011450689
0x02d4c0b40037cf59d2cbce7b9d4ca40fa732e226,WETH_BLGS,429558162706927160
0x02d795b164a662a611dc7f78d41ccc85f4684522,USDC_USDD,19981472073713428508
0x02d87123005416a2869f8a192e2e47aae639db7e,WETH_RBIS,308323648970189790867
0x02daa5fdd4b474c13a8d6d141471b87fbd2452cd,WETH_UNT,5960748423001140547
0x02db574c723c649c3de9514db4e430184ee7d2d3,5VERATE_WETH,0
0x02ded65f213c13fa6c3b66aedcf8ecb85fca137f,COOL_WETH,0
0x02e10162c8b06d1077a25d8ed0a91c6c44a35589,DAI_TORN,391979360409612895020
0x02e3429d39c5d63d2cbb2b381b4c85bfd31f8b3f,PEPE_DI,672131923340494287566373
0x02e55118f13a4feaec90f581b3ed6da752e6cb4c,THE404_WETH,0
0x02e9b41cfed25f5c14c3823e912ee0c8bf68be3e,DMTR_WETH,710082652734295655090
0x02e9c44bb5e43d2fe067ca5aecf9387ffb45c3d5,MTV_WETH,0
0x02eb9ea9bf3778f4ff7be4d703c0b9ff0a66cfb2,BONK_TrumpBucks,1471487249281562269660
0x02edd21f1db8eb146be60998e9801691e725f119,pxETH_WETH,547214772923887060083717
0x02edf020dcce4f1d7335f7ebaa46687f457c68ca,OBC_WETH,10019727086388425414712
0x02ee32d5af91a02ac10b69b75758ff627e42916a,WETH_OPT,1999900448115298
0x02eecd75d62641620a5a2ecae5b0407f8926f831,DBZ_WETH,0
0x02f317839269619ba2762ea8eb84709fe3ba804d,FOG_USDT,0
